"Année","Type de contribution à la formation","Canton","Degré de formation","Montant versé en fr.","Nombre de bénéficiaires"
"2016","Bourses","Vaud","Maturité professionnelle (après l'apprentissage)",49630,8
"2016","Bourses","Vaud","Formation professionnelle supérieure",2151820,162
"2016","Bourses","Vaud","Hautes écoles spécialisées et pédagogiques",10926685,846
"2016","Bourses","Vaud","Hautes écoles universitaires",11389027,1022
"2016","Bourses","Vaud","Formation continue",0,0
"2016","Bourses","Valais / Wallis","Degrés de formation - total",17469975,3476
"2016","Bourses","Valais / Wallis","Scolarité obligatoire",0,0
"2016","Bourses","Valais / Wallis","Maturité gymnasiale",3096880,651
"2016","Bourses","Valais / Wallis","Autres formations générales",2093475,549
"2016","Bourses","Valais / Wallis","Formation professionnelle initiale (à plein temps)",1435570,331
"2016","Bourses","Valais / Wallis","Formation professionnelle initiale (duale)",1955125,585
"2016","Bourses","Valais / Wallis","Maturité professionnelle (après l'apprentissage)",193750,60
"2016","Bourses","Valais / Wallis","Formation professionnelle supérieure",616925,117
"2016","Bourses","Valais / Wallis","Hautes écoles spécialisées et pédagogiques",2897225,588
"2016","Bourses","Valais / Wallis","Hautes écoles universitaires",5006375,792
"2016","Bourses","Valais / Wallis","Formation continue",174650,31
"2016","Bourses","Neuchâtel","Degrés de formation - total",5215502,1013
"2016","Bourses","Neuchâtel","Scolarité obligatoire",0,0
"2016","Bourses","Neuchâtel","Maturité gymnasiale",212808,125
"2016","Bourses","Neuchâtel","Autres formations générales",227267,106
"2016","Bourses","Neuchâtel","Formation professionnelle initiale (à plein temps)",469300,194
"2016","Bourses","Neuchâtel","Formation professionnelle initiale (duale)",712725,113
"2016","Bourses","Neuchâtel","Maturité professionnelle (après l'apprentissage)",101925,38
"2016","Bourses","Neuchâtel","Formation professionnelle supérieure",247713,34
"2016","Bourses","Neuchâtel","Hautes écoles spécialisées et pédagogiques",1279964,185
"2016","Bourses","Neuchâtel","Hautes écoles universitaires",1951125,249
"2016","Bourses","Neuchâtel","Formation continue",12675,2
"2016","Bourses","Genève","Degrés de formation - total",35524595,4024
"2016","Bourses","Genève","Scolarité obligatoire",0,0
"2016","Bourses","Genève","Maturité gymnasiale",6437712,879
"2016","Bourses","Genève","Autres formations générales",5576161,799
"2016","Bourses","Genève","Formation professionnelle initiale (à plein temps)",4050117,561
"2016","Bourses","Genève","Formation professionnelle initiale (duale)",4640676,586
"2016","Bourses","Genève","Maturité professionnelle (après l'apprentissage)",200688,36
"2016","Bourses","Genève","Formation professionnelle supérieure",901859,103
"2016","Bourses","Genève","Hautes écoles spécialisées et pédagogiques",5637678,515
"2016","Bourses","Genève","Hautes écoles universitaires",8079704,728
"2016","Bourses","Genève","Formation continue",0,0
"2016","Bourses","Jura","Degrés de formation - total",4495775,657
"2016","Bourses","Jura","Scolarité obligatoire",1620,1
"2016","Bourses","Jura","Maturité gymnasiale",226460,54
"2016","Bourses","Jura","Autres formations générales",201985,52
"2016","Bourses","Jura","Formation professionnelle initiale (à plein temps)",489765,110
"2016","Bourses","Jura","Formation professionnelle initiale (duale)",519040,73
"2016","Bourses","Jura","Maturité professionnelle (après l'apprentissage)",38085,10
"2016","Bourses","Jura","Formation professionnelle supérieure",236025,31
"2016","Bourses","Jura","Hautes écoles spécialisées et pédagogiques",1110400,138
"2016","Bourses","Jura","Hautes écoles universitaires",1645795,192
"2016","Bourses","Jura","Formation continue",26600,14
"2016","Prêts","Suisse","Degrés de formation - total",16189019,2196
"2016","Prêts","Suisse","Scolarité obligatoire",0,0
"2016","Prêts","Suisse","Maturité gymnasiale",217352,25
"2016","Prêts","Suisse","Autres formations générales",91560,8
"2016","Prêts","Suisse","Formation professionnelle initiale (à plein temps)",717726,70
"2016","Prêts","Suisse","Formation professionnelle initiale (duale)",778306,85
"2016","Prêts","Suisse","Maturité professionnelle (après l'apprentissage)",73850,12
"2016","Prêts","Suisse","Formation professionnelle supérieure",1438711,200
"2016","Prêts","Suisse","Hautes écoles spécialisées et pédagogiques",4251507,632
"2016","Prêts","Suisse","Hautes écoles universitaires",8342087,1140
"2016","Prêts","Suisse","Formation continue",429166,63
"2016","Prêts","Zürich","Degrés de formation - total",36133,3
"2016","Prêts","Zürich","Scolarité obligatoire",0,0
"2016","Prêts","Zürich","Maturité gymnasiale",0,0
"2016","Prêts","Zürich","Autres formations générales",0,0
"2016","Prêts","Zürich","Formation professionnelle initiale (à plein temps)",0,0
"2016","Prêts","Zürich","Formation professionnelle initiale (duale)",0,0
"2016","Prêts","Zürich","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Zürich","Formation professionnelle supérieure",0,0
"2016","Prêts","Zürich","Hautes écoles spécialisées et pédagogiques",10733,1
"2016","Prêts","Zürich","Hautes écoles universitaires",25400,2
"2016","Prêts","Zürich","Formation continue",0,0
"2016","Prêts","Bern / Berne","Degrés de formation - total",1119840,145
"2016","Prêts","Bern / Berne","Scolarité obligatoire",0,0
"2016","Prêts","Bern / Berne","Maturité gymnasiale",32280,4
"2016","Prêts","Bern / Berne","Autres formations générales",4300,1
"2016","Prêts","Bern / Berne","Formation professionnelle initiale (à plein temps)",81200,7
"2016","Prêts","Bern / Berne","Formation professionnelle initiale (duale)",68500,5
"2016","Prêts","Bern / Berne","Maturité professionnelle (après l'apprentissage)",3200,1
"2016","Prêts","Bern / Berne","Formation professionnelle supérieure",43860,5
"2016","Prêts","Bern / Berne","Hautes écoles spécialisées et pédagogiques",259800,36
"2016","Prêts","Bern / Berne","Hautes écoles universitaires",626700,86
"2016","Prêts","Bern / Berne","Formation continue",0,0
"2016","Prêts","Luzern","Degrés de formation - total",1294600,184
"2016","Prêts","Luzern","Scolarité obligatoire",0,0
"2016","Prêts","Luzern","Maturité gymnasiale",11300,2
"2016","Prêts","Luzern","Autres formations générales",29200,2
"2016","Prêts","Luzern","Formation professionnelle initiale (à plein temps)",16000,1
"2016","Prêts","Luzern","Formation professionnelle initiale (duale)",142500,12
"2016","Prêts","Luzern","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Luzern","Formation professionnelle supérieure",312600,33
"2016","Prêts","Luzern","Hautes écoles spécialisées et pédagogiques",397800,70
"2016","Prêts","Luzern","Hautes écoles universitaires",241600,53
"2016","Prêts","Luzern","Formation continue",143600,11
"2016","Prêts","Uri","Degrés de formation - total",217900,54
"2016","Prêts","Uri","Scolarité obligatoire",0,0
"2016","Prêts","Uri","Maturité gymnasiale",0,0
"2016","Prêts","Uri","Autres formations générales",0,0
"2016","Prêts","Uri","Formation professionnelle initiale (à plein temps)",0,0
"2016","Prêts","Uri","Formation professionnelle initiale (duale)",0,0
"2016","Prêts","Uri","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Uri","Formation professionnelle supérieure",34600,8
"2016","Prêts","Uri","Hautes écoles spécialisées et pédagogiques",124100,26
"2016","Prêts","Uri","Hautes écoles universitaires",59200,20
"2016","Prêts","Uri","Formation continue",0,0
"2016","Prêts","Schwyz","Degrés de formation - total",168000,18
"2016","Prêts","Schwyz","Scolarité obligatoire",0,0
"2016","Prêts","Schwyz","Maturité gymnasiale",0,0
"2016","Prêts","Schwyz","Autres formations générales",0,0
"2016","Prêts","Schwyz","Formation professionnelle initiale (à plein temps)",6000,1
"2016","Prêts","Schwyz","Formation professionnelle initiale (duale)",0,0
"2016","Prêts","Schwyz","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Schwyz","Formation professionnelle supérieure",3000,1
"2016","Prêts","Schwyz","Hautes écoles spécialisées et pédagogiques",86000,8
"2016","Prêts","Schwyz","Hautes écoles universitaires",73000,8
"2016","Prêts","Schwyz","Formation continue",0,0
"2016","Prêts","Obwalden","Degrés de formation - total",66910,24
"2016","Prêts","Obwalden","Scolarité obligatoire",0,0
"2016","Prêts","Obwalden","Maturité gymnasiale",0,0
"2016","Prêts","Obwalden","Autres formations générales",0,0
"2016","Prêts","Obwalden","Formation professionnelle initiale (à plein temps)",10000,1
"2016","Prêts","Obwalden","Formation professionnelle initiale (duale)",0,0
"2016","Prêts","Obwalden","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Obwalden","Formation professionnelle supérieure",8740,5
"2016","Prêts","Obwalden","Hautes écoles spécialisées et pédagogiques",24620,11
"2016","Prêts","Obwalden","Hautes écoles universitaires",23550,7
"2016","Prêts","Obwalden","Formation continue",0,0
"2016","Prêts","Nidwalden","Degrés de formation - total",31000,6
"2016","Prêts","Nidwalden","Scolarité obligatoire",0,0
"2016","Prêts","Nidwalden","Maturité gymnasiale",0,0
"2016","Prêts","Nidwalden","Autres formations générales",0,0
"2016","Prêts","Nidwalden","Formation professionnelle initiale (à plein temps)",0,0
"2016","Prêts","Nidwalden","Formation professionnelle initiale (duale)",3000,1
"2016","Prêts","Nidwalden","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Nidwalden","Formation professionnelle supérieure",0,0
"2016","Prêts","Nidwalden","Hautes écoles spécialisées et pédagogiques",8000,2
"2016","Prêts","Nidwalden","Hautes écoles universitaires",20000,3
"2016","Prêts","Nidwalden","Formation continue",0,0
"2016","Prêts","Glarus","Degrés de formation - total",50500,6
"2016","Prêts","Glarus","Scolarité obligatoire",0,0
"2016","Prêts","Glarus","Maturité gymnasiale",0,0
"2016","Prêts","Glarus","Autres formations générales",0,0
"2016","Prêts","Glarus","Formation professionnelle initiale (à plein temps)",0,0
"2016","Prêts","Glarus","Formation professionnelle initiale (duale)",0,0
"2016","Prêts","Glarus","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Glarus","Formation professionnelle supérieure",22000,2
"2016","Prêts","Glarus","Hautes écoles spécialisées et pédagogiques",28500,4
"2016","Prêts","Glarus","Hautes écoles universitaires",0,0
"2016","Prêts","Glarus","Formation continue",0,0
"2016","Prêts","Zug","Degrés de formation - total",203500,18
"2016","Prêts","Zug","Scolarité obligatoire",0,0
"2016","Prêts","Zug","Maturité gymnasiale",0,0
"2016","Prêts","Zug","Autres formations générales",0,0
"2016","Prêts","Zug","Formation professionnelle initiale (à plein temps)",0,0
"2016","Prêts","Zug","Formation professionnelle initiale (duale)",0,0
"2016","Prêts","Zug","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Zug","Formation professionnelle supérieure",94500,8
"2016","Prêts","Zug","Hautes écoles spécialisées et pédagogiques",66000,4
"2016","Prêts","Zug","Hautes écoles universitaires",34000,5
"2016","Prêts","Zug","Formation continue",9000,1
"2016","Prêts","Fribourg / Freiburg","Degrés de formation - total",466725,63
"2016","Prêts","Fribourg / Freiburg","Scolarité obligatoire",0,0
"2016","Prêts","Fribourg / Freiburg","Maturité gymnasiale",0,0
"2016","Prêts","Fribourg / Freiburg","Autres formations générales",0,0
"2016","Prêts","Fribourg / Freiburg","Formation professionnelle initiale (à plein temps)",0,0
"2016","Prêts","Fribourg / Freiburg","Formation professionnelle initiale (duale)",10000,1
"2016","Prêts","Fribourg / Freiburg","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Fribourg / Freiburg","Formation professionnelle supérieure",91350,14
"2016","Prêts","Fribourg / Freiburg","Hautes écoles spécialisées et pédagogiques",102375,15
"2016","Prêts","Fribourg / Freiburg","Hautes écoles universitaires",230600,30
"2016","Prêts","Fribourg / Freiburg","Formation continue",32400,3
"2016","Prêts","Solothurn","Degrés de formation - total",1475400,131
"2016","Prêts","Solothurn","Scolarité obligatoire",0,0
"2016","Prêts","Solothurn","Maturité gymnasiale",74500,6
"2016","Prêts","Solothurn","Autres formations générales",31100,3
"2016","Prêts","Solothurn","Formation professionnelle initiale (à plein temps)",348100,27
"2016","Prêts","Solothurn","Formation professionnelle initiale (duale)",60600,8
"2016","Prêts","Solothurn","Maturité professionnelle (après l'apprentissage)",34200,4
"2016","Prêts","Solothurn","Formation professionnelle supérieure",147400,14
"2016","Prêts","Solothurn","Hautes écoles spécialisées et pédagogiques",403900,36
"2016","Prêts","Solothurn","Hautes écoles universitaires",375600,33
"2016","Prêts","Solothurn","Formation continue",0,0
"2016","Prêts","Basel-Stadt","Degrés de formation - total",133670,18
"2016","Prêts","Basel-Stadt","Scolarité obligatoire",0,0
"2016","Prêts","Basel-Stadt","Maturité gymnasiale",0,0
"2016","Prêts","Basel-Stadt","Autres formations générales",0,0
"2016","Prêts","Basel-Stadt","Formation professionnelle initiale (à plein temps)",0,0
"2016","Prêts","Basel-Stadt","Formation professionnelle initiale (duale)",0,0
"2016","Prêts","Basel-Stadt","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Basel-Stadt","Formation professionnelle supérieure",26500,2
"2016","Prêts","Basel-Stadt","Hautes écoles spécialisées et pédagogiques",62950,10
"2016","Prêts","Basel-Stadt","Hautes écoles universitaires",44220,6
"2016","Prêts","Basel-Stadt","Formation continue",0,0
"2016","Prêts","Basel-Landschaft","Degrés de formation - total",182000,24
"2016","Prêts","Basel-Landschaft","Scolarité obligatoire",0,0
"2016","Prêts","Basel-Landschaft","Maturité gymnasiale",0,0
"2016","Prêts","Basel-Landschaft","Autres formations générales",0,0
"2016","Prêts","Basel-Landschaft","Formation professionnelle initiale (à plein temps)",0,0
"2016","Prêts","Basel-Landschaft","Formation professionnelle initiale (duale)",7000,1
"2016","Prêts","Basel-Landschaft","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Basel-Landschaft","Formation professionnelle supérieure",14000,1
"2016","Prêts","Basel-Landschaft","Hautes écoles spécialisées et pédagogiques",77000,11
"2016","Prêts","Basel-Landschaft","Hautes écoles universitaires",84000,11
"2016","Prêts","Basel-Landschaft","Formation continue",0,0
"2016","Prêts","Schaffhausen","Degrés de formation - total",169200,27
"2016","Prêts","Schaffhausen","Scolarité obligatoire",0,0
"2016","Prêts","Schaffhausen","Maturité gymnasiale",0,0
"2016","Prêts","Schaffhausen","Autres formations générales",0,0
"2016","Prêts","Schaffhausen","Formation professionnelle initiale (à plein temps)",5000,1
"2016","Prêts","Schaffhausen","Formation professionnelle initiale (duale)",17850,3
"2016","Prêts","Schaffhausen","Maturité professionnelle (après l'apprentissage)",10000,2
"2016","Prêts","Schaffhausen","Formation professionnelle supérieure",33900,6
"2016","Prêts","Schaffhausen","Hautes écoles spécialisées et pédagogiques",84050,11
"2016","Prêts","Schaffhausen","Hautes écoles universitaires",18400,4
"2016","Prêts","Schaffhausen","Formation continue",0,0
"2016","Prêts","Appenzell Ausserrhoden","Degrés de formation - total",57000,10
"2016","Prêts","Appenzell Ausserrhoden","Scolarité obligatoire",0,0
"2016","Prêts","Appenzell Ausserrhoden","Maturité gymnasiale",0,0
"2016","Prêts","Appenzell Ausserrhoden","Autres formations générales",0,0
"2016","Prêts","Appenzell Ausserrhoden","Formation professionnelle initiale (à plein temps)",0,0
"2016","Prêts","Appenzell Ausserrhoden","Formation professionnelle initiale (duale)",0,0
"2016","Prêts","Appenzell Ausserrhoden","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Appenzell Ausserrhoden","Formation professionnelle supérieure",10000,2
"2016","Prêts","Appenzell Ausserrhoden","Hautes écoles spécialisées et pédagogiques",23000,4
"2016","Prêts","Appenzell Ausserrhoden","Hautes écoles universitaires",24000,4
"2016","Prêts","Appenzell Ausserrhoden","Formation continue",0,0
"2016","Prêts","Appenzell Innerrhoden","Degrés de formation - total",57000,13
"2016","Prêts","Appenzell Innerrhoden","Scolarité obligatoire",0,0
"2016","Prêts","Appenzell Innerrhoden","Maturité gymnasiale",0,0
"2016","Prêts","Appenzell Innerrhoden","Autres formations générales",0,0
"2016","Prêts","Appenzell Innerrhoden","Formation professionnelle initiale (à plein temps)",0,0
"2016","Prêts","Appenzell Innerrhoden","Formation professionnelle initiale (duale)",5000,1
"2016","Prêts","Appenzell Innerrhoden","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Appenzell Innerrhoden","Formation professionnelle supérieure",9500,3
"2016","Prêts","Appenzell Innerrhoden","Hautes écoles spécialisées et pédagogiques",28500,6
"2016","Prêts","Appenzell Innerrhoden","Hautes écoles universitaires",14000,3
"2016","Prêts","Appenzell Innerrhoden","Formation continue",0,0
"2016","Prêts","St. Gallen","Degrés de formation - total",1193350,146
"2016","Prêts","St. Gallen","Scolarité obligatoire",0,0
"2016","Prêts","St. Gallen","Maturité gymnasiale",0,0
"2016","Prêts","St. Gallen","Autres formations générales",0,0
"2016","Prêts","St. Gallen","Formation professionnelle initiale (à plein temps)",28150,3
"2016","Prêts","St. Gallen","Formation professionnelle initiale (duale)",16850,2
"2016","Prêts","St. Gallen","Maturité professionnelle (après l'apprentissage)",11450,2
"2016","Prêts","St. Gallen","Formation professionnelle supérieure",73950,11
"2016","Prêts","St. Gallen","Hautes écoles spécialisées et pédagogiques",526200,70
"2016","Prêts","St. Gallen","Hautes écoles universitaires",536750,59
"2016","Prêts","St. Gallen","Formation continue",0,0
"2016","Prêts","Graubünden / Grigioni / Grischun","Degrés de formation - total",12000,2
"2016","Prêts","Graubünden / Grigioni / Grischun","Scolarité obligatoire",0,0
"2016","Prêts","Graubünden / Grigioni / Grischun","Maturité gymnasiale",0,0
"2016","Prêts","Graubünden / Grigioni / Grischun","Autres formations générales",0,0
"2016","Prêts","Graubünden / Grigioni / Grischun","Formation professionnelle initiale (à plein temps)",0,0
"2016","Prêts","Graubünden / Grigioni / Grischun","Formation professionnelle initiale (duale)",0,0
"2016","Prêts","Graubünden / Grigioni / Grischun","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Graubünden / Grigioni / Grischun","Formation professionnelle supérieure",0,0
"2016","Prêts","Graubünden / Grigioni / Grischun","Hautes écoles spécialisées et pédagogiques",8000,1
"2016","Prêts","Graubünden / Grigioni / Grischun","Hautes écoles universitaires",4000,1
"2016","Prêts","Graubünden / Grigioni / Grischun","Formation continue",0,0
"2016","Prêts","Aargau","Degrés de formation - total",447800,47
"2016","Prêts","Aargau","Scolarité obligatoire",0,0
"2016","Prêts","Aargau","Maturité gymnasiale",0,0
"2016","Prêts","Aargau","Autres formations générales",0,0
"2016","Prêts","Aargau","Formation professionnelle initiale (à plein temps)",0,0
"2016","Prêts","Aargau","Formation professionnelle initiale (duale)",34000,3
"2016","Prêts","Aargau","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Aargau","Formation professionnelle supérieure",65400,8
"2016","Prêts","Aargau","Hautes écoles spécialisées et pédagogiques",187400,20
"2016","Prêts","Aargau","Hautes écoles universitaires",103500,13
"2016","Prêts","Aargau","Formation continue",57500,3
"2016","Prêts","Thurgau","Degrés de formation - total",255600,37
"2016","Prêts","Thurgau","Scolarité obligatoire",0,0
"2016","Prêts","Thurgau","Maturité gymnasiale",0,0
"2016","Prêts","Thurgau","Autres formations générales",0,0
"2016","Prêts","Thurgau","Formation professionnelle initiale (à plein temps)",48800,7
"2016","Prêts","Thurgau","Formation professionnelle initiale (duale)",30650,6
"2016","Prêts","Thurgau","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Thurgau","Formation professionnelle supérieure",19250,4
"2016","Prêts","Thurgau","Hautes écoles spécialisées et pédagogiques",92000,12
"2016","Prêts","Thurgau","Hautes écoles universitaires",64900,8
"2016","Prêts","Thurgau","Formation continue",0,0
"2016","Prêts","Ticino","Degrés de formation - total",1275384,216
"2016","Prêts","Ticino","Scolarité obligatoire",0,0
"2016","Prêts","Ticino","Maturité gymnasiale",0,0
"2016","Prêts","Ticino","Autres formations générales",0,0
"2016","Prêts","Ticino","Formation professionnelle initiale (à plein temps)",0,0
"2016","Prêts","Ticino","Formation professionnelle initiale (duale)",3500,1
"2016","Prêts","Ticino","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Ticino","Formation professionnelle supérieure",99073,17
"2016","Prêts","Ticino","Hautes écoles spécialisées et pédagogiques",212200,34
"2016","Prêts","Ticino","Hautes écoles universitaires",927757,159
"2016","Prêts","Ticino","Formation continue",32854,5
"2016","Prêts","Vaud","Degrés de formation - total",490190,39
"2016","Prêts","Vaud","Scolarité obligatoire",0,0
"2016","Prêts","Vaud","Maturité gymnasiale",4500,1
"2016","Prêts","Vaud","Autres formations générales",16960,1
"2016","Prêts","Vaud","Formation professionnelle initiale (à plein temps)",8690,1
"2016","Prêts","Vaud","Formation professionnelle initiale (duale)",33520,2
"2016","Prêts","Vaud","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Vaud","Formation professionnelle supérieure",0,0
"2016","Prêts","Vaud","Hautes écoles spécialisées et pédagogiques",218160,14
"2016","Prêts","Vaud","Hautes écoles universitaires",208360,20
"2016","Prêts","Vaud","Formation continue",0,0
"2016","Prêts","Valais / Wallis","Degrés de formation - total",2573225,607
"2016","Prêts","Valais / Wallis","Scolarité obligatoire",0,0
"2016","Prêts","Valais / Wallis","Maturité gymnasiale",9625,2
"2016","Prêts","Valais / Wallis","Autres formations générales",0,0
"2016","Prêts","Valais / Wallis","Formation professionnelle initiale (à plein temps)",11000,2
"2016","Prêts","Valais / Wallis","Formation professionnelle initiale (duale)",204350,24
"2016","Prêts","Valais / Wallis","Maturité professionnelle (après l'apprentissage)",15000,3
"2016","Prêts","Valais / Wallis","Formation professionnelle supérieure",218900,41
"2016","Prêts","Valais / Wallis","Hautes écoles spécialisées et pédagogiques",816000,193
"2016","Prêts","Valais / Wallis","Hautes écoles universitaires",1231750,322
"2016","Prêts","Valais / Wallis","Formation continue",66600,20
"2016","Prêts","Neuchâtel","Degrés de formation - total",172354,30
"2016","Prêts","Neuchâtel","Scolarité obligatoire",0,0
"2016","Prêts","Neuchâtel","Maturité gymnasiale",0,0
"2016","Prêts","Neuchâtel","Autres formations générales",10000,1
"2016","Prêts","Neuchâtel","Formation professionnelle initiale (à plein temps)",7800,2
"2016","Prêts","Neuchâtel","Formation professionnelle initiale (duale)",3000,1
"2016","Prêts","Neuchâtel","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Neuchâtel","Formation professionnelle supérieure",38500,7
"2016","Prêts","Neuchâtel","Hautes écoles spécialisées et pédagogiques",48000,8
"2016","Prêts","Neuchâtel","Hautes écoles universitaires",50754,7
"2016","Prêts","Neuchâtel","Formation continue",14300,4
"2016","Prêts","Genève","Degrés de formation - total",4001303,314
"2016","Prêts","Genève","Scolarité obligatoire",0,0
"2016","Prêts","Genève","Maturité gymnasiale",74917,5
"2016","Prêts","Genève","Autres formations générales",0,0
"2016","Prêts","Genève","Formation professionnelle initiale (à plein temps)",137386,14
"2016","Prêts","Genève","Formation professionnelle initiale (duale)",120173,12
"2016","Prêts","Genève","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Genève","Formation professionnelle supérieure",66665,6
"2016","Prêts","Genève","Hautes écoles spécialisées et pédagogiques",391081,26
"2016","Prêts","Genève","Hautes écoles universitaires",3211081,252
"2016","Prêts","Genève","Formation continue",0,0
"2016","Prêts","Jura","Degrés de formation - total",38435,14
"2016","Prêts","Jura","Scolarité obligatoire",0,0
"2016","Prêts","Jura","Maturité gymnasiale",4780,2
"2016","Prêts","Jura","Autres formations générales",0,0
"2016","Prêts","Jura","Formation professionnelle initiale (à plein temps)",0,0
"2016","Prêts","Jura","Formation professionnelle initiale (duale)",0,0
"2016","Prêts","Jura","Maturité professionnelle (après l'apprentissage)",0,0
"2016","Prêts","Jura","Formation professionnelle supérieure",90,1
"2016","Prêts","Jura","Hautes écoles spécialisées et pédagogiques",2045,2
"2016","Prêts","Jura","Hautes écoles universitaires",31520,9
"2016","Prêts","Jura","Formation continue",0,0
"2017","Bourses","Suisse","Degrés de formation - total",326691143,44607
"2017","Bourses","Suisse","Scolarité obligatoire",1958255,283
"2017","Bourses","Suisse","Maturité gymnasiale",42451386,6991
"2017","Bourses","Suisse","Autres formations générales",25853993,5100
"2017","Bourses","Suisse","Formation professionnelle initiale (à plein temps)",22680926,3602
"2017","Bourses","Suisse","Formation professionnelle initiale (duale)",70104777,11120
"2017","Bourses","Suisse","Maturité professionnelle (après l'apprentissage)",4403400,873
"2017","Bourses","Suisse","Formation professionnelle supérieure",13489519,1587
"2017","Bourses","Suisse","Hautes écoles spécialisées et pédagogiques",62376219,7217
"2017","Bourses","Suisse","Hautes écoles universitaires",82724691,9150
"2017","Bourses","Suisse","Formation continue",647977,110
"2017","Bourses","Zürich","Degrés de formation - total",39439504,4205
"2017","Bourses","Zürich","Scolarité obligatoire",1564589,210
"2017","Bourses","Zürich","Maturité gymnasiale",4342844,530
"2017","Bourses","Zürich","Autres formations générales",375497,38
"2017","Bourses","Zürich","Formation professionnelle initiale (à plein temps)",1465538,149
"2017","Bourses","Zürich","Formation professionnelle initiale (duale)",16976555,1954
"2017","Bourses","Zürich","Maturité professionnelle (après l'apprentissage)",604791,78
"2017","Bourses","Zürich","Formation professionnelle supérieure",1712667,164
"2017","Bourses","Zürich","Hautes écoles spécialisées et pédagogiques",5934059,529
"2017","Bourses","Zürich","Hautes écoles universitaires",6462964,605
"2017","Bourses","Zürich","Formation continue",0,0
"2017","Bourses","Bern / Berne","Degrés de formation - total",30993061,3878
"2017","Bourses","Bern / Berne","Scolarité obligatoire",0,0
"2017","Bourses","Bern / Berne","Maturité gymnasiale",2710645,360
"2017","Bourses","Bern / Berne","Autres formations générales",1409108,602
"2017","Bourses","Bern / Berne","Formation professionnelle initiale (à plein temps)",3895766,393
"2017","Bourses","Bern / Berne","Formation professionnelle initiale (duale)",8029941,1098
"2017","Bourses","Bern / Berne","Maturité professionnelle (après l'apprentissage)",769710,116
"2017","Bourses","Bern / Berne","Formation professionnelle supérieure",1242442,137
"2017","Bourses","Bern / Berne","Hautes écoles spécialisées et pédagogiques",5445608,542
"2017","Bourses","Bern / Berne","Hautes écoles universitaires",7489841,762
"2017","Bourses","Bern / Berne","Formation continue",0,0
"2017","Bourses","Luzern","Degrés de formation - total",7763000,1037
"2017","Bourses","Luzern","Scolarité obligatoire",0,0
"2017","Bourses","Luzern","Maturité gymnasiale",627250,85
"2017","Bourses","Luzern","Autres formations générales",737400,83
"2017","Bourses","Luzern","Formation professionnelle initiale (à plein temps)",505200,52
"2017","Bourses","Luzern","Formation professionnelle initiale (duale)",3088500,390
"2017","Bourses","Luzern","Maturité professionnelle (après l'apprentissage)",70500,11
"2017","Bourses","Luzern","Formation professionnelle supérieure",541400,75
"2017","Bourses","Luzern","Hautes écoles spécialisées et pédagogiques",830200,128
"2017","Bourses","Luzern","Hautes écoles universitaires",1362550,215
"2017","Bourses","Luzern","Formation continue",0,0
"2017","Bourses","Uri","Degrés de formation - total",1472800,209
"2017","Bourses","Uri","Scolarité obligatoire",0,0
"2017","Bourses","Uri","Maturité gymnasiale",32500,9
"2017","Bourses","Uri","Autres formations générales",185900,22
"2017","Bourses","Uri","Formation professionnelle initiale (à plein temps)",0,0
"2017","Bourses","Uri","Formation professionnelle initiale (duale)",417000,58
"2017","Bourses","Uri","Maturité professionnelle (après l'apprentissage)",18100,3
"2017","Bourses","Uri","Formation professionnelle supérieure",125800,18
"2017","Bourses","Uri","Hautes écoles spécialisées et pédagogiques",442500,64
"2017","Bourses","Uri","Hautes écoles universitaires",251000,36
"2017","Bourses","Uri","Formation continue",0,0
"2017","Bourses","Schwyz","Degrés de formation - total",4361300,687
"2017","Bourses","Schwyz","Scolarité obligatoire",0,0
"2017","Bourses","Schwyz","Maturité gymnasiale",404794,102
"2017","Bourses","Schwyz","Autres formations générales",737925,126
"2017","Bourses","Schwyz","Formation professionnelle initiale (à plein temps)",186432,25
"2017","Bourses","Schwyz","Formation professionnelle initiale (duale)",743395,136
"2017","Bourses","Schwyz","Maturité professionnelle (après l'apprentissage)",55736,13
"2017","Bourses","Schwyz","Formation professionnelle supérieure",166194,24
"2017","Bourses","Schwyz","Hautes écoles spécialisées et pédagogiques",919579,127
