"Année","Type de contribution à la formation","Canton","Degré de formation","Montant versé en fr.","Nombre de bénéficiaires"
"2004","Prêts","Zug","Formation professionnelle initiale (à plein temps)",16000,3
"2004","Prêts","Zug","Formation professionnelle initiale (duale)",5000,1
"2004","Prêts","Zug","Maturité professionnelle (après l'apprentissage)",0,0
"2004","Prêts","Zug","Formation professionnelle supérieure",0,0
"2004","Prêts","Zug","Hautes écoles spécialisées et pédagogiques",88000,11
"2004","Prêts","Zug","Hautes écoles universitaires",168000,21
"2004","Prêts","Zug","Formation continue",248000,22
"2004","Prêts","Fribourg / Freiburg","Degrés de formation - total",447450,64
"2004","Prêts","Fribourg / Freiburg","Scolarité obligatoire",0,0
"2004","Prêts","Fribourg / Freiburg","Maturité gymnasiale",3000,1
"2004","Prêts","Fribourg / Freiburg","Autres formations générales",9500,3
"2004","Prêts","Fribourg / Freiburg","Formation professionnelle initiale (à plein temps)",0,0
"2004","Prêts","Fribourg / Freiburg","Formation professionnelle initiale (duale)",22000,6
"2004","Prêts","Fribourg / Freiburg","Maturité professionnelle (après l'apprentissage)",0,0
"2004","Prêts","Fribourg / Freiburg","Formation professionnelle supérieure",72000,9
"2004","Prêts","Fribourg / Freiburg","Hautes écoles spécialisées et pédagogiques",82800,13
"2004","Prêts","Fribourg / Freiburg","Hautes écoles universitaires",238750,29
"2004","Prêts","Fribourg / Freiburg","Formation continue",19400,3
"2004","Prêts","Solothurn","Degrés de formation - total",1610100,170
"2004","Prêts","Solothurn","Scolarité obligatoire",0,0
"2004","Prêts","Solothurn","Maturité gymnasiale",95600,9
"2004","Prêts","Solothurn","Autres formations générales",1500,1
"2004","Prêts","Solothurn","Formation professionnelle initiale (à plein temps)",168800,12
"2004","Prêts","Solothurn","Formation professionnelle initiale (duale)",126900,14
"2004","Prêts","Solothurn","Maturité professionnelle (après l'apprentissage)",39900,3
"2004","Prêts","Solothurn","Formation professionnelle supérieure",163800,16
"2004","Prêts","Solothurn","Hautes écoles spécialisées et pédagogiques",505500,45
"2004","Prêts","Solothurn","Hautes écoles universitaires",508100,70
"2004","Prêts","Solothurn","Formation continue",0,0
"2004","Prêts","Basel-Stadt","Degrés de formation - total",164990,24
"2004","Prêts","Basel-Stadt","Scolarité obligatoire",0,0
"2004","Prêts","Basel-Stadt","Maturité gymnasiale",0,0
"2004","Prêts","Basel-Stadt","Autres formations générales",0,0
"2004","Prêts","Basel-Stadt","Formation professionnelle initiale (à plein temps)",0,0
"2004","Prêts","Basel-Stadt","Formation professionnelle initiale (duale)",20820,4
"2004","Prêts","Basel-Stadt","Maturité professionnelle (après l'apprentissage)",1750,1
"2004","Prêts","Basel-Stadt","Formation professionnelle supérieure",17100,2
"2004","Prêts","Basel-Stadt","Hautes écoles spécialisées et pédagogiques",49820,8
"2004","Prêts","Basel-Stadt","Hautes écoles universitaires",69500,8
"2004","Prêts","Basel-Stadt","Formation continue",6000,1
"2004","Prêts","Basel-Landschaft","Degrés de formation - total",798000,97
"2004","Prêts","Basel-Landschaft","Scolarité obligatoire",0,0
"2004","Prêts","Basel-Landschaft","Maturité gymnasiale",0,0
"2004","Prêts","Basel-Landschaft","Autres formations générales",0,0
"2004","Prêts","Basel-Landschaft","Formation professionnelle initiale (à plein temps)",14000,2
"2004","Prêts","Basel-Landschaft","Formation professionnelle initiale (duale)",0,0
"2004","Prêts","Basel-Landschaft","Maturité professionnelle (après l'apprentissage)",0,0
"2004","Prêts","Basel-Landschaft","Formation professionnelle supérieure",49000,4
"2004","Prêts","Basel-Landschaft","Hautes écoles spécialisées et pédagogiques",315000,38
"2004","Prêts","Basel-Landschaft","Hautes écoles universitaires",406000,51
"2004","Prêts","Basel-Landschaft","Formation continue",14000,2
"2004","Prêts","Schaffhausen","Degrés de formation - total",92600,19
"2004","Prêts","Schaffhausen","Scolarité obligatoire",0,0
"2004","Prêts","Schaffhausen","Maturité gymnasiale",0,0
"2004","Prêts","Schaffhausen","Autres formations générales",5000,1
"2004","Prêts","Schaffhausen","Formation professionnelle initiale (à plein temps)",0,0
"2004","Prêts","Schaffhausen","Formation professionnelle initiale (duale)",4450,1
"2004","Prêts","Schaffhausen","Maturité professionnelle (après l'apprentissage)",0,0
"2004","Prêts","Schaffhausen","Formation professionnelle supérieure",1500,1
"2004","Prêts","Schaffhausen","Hautes écoles spécialisées et pédagogiques",33250,8
"2004","Prêts","Schaffhausen","Hautes écoles universitaires",48400,8
"2004","Prêts","Schaffhausen","Formation continue",0,0
"2004","Prêts","Appenzell Ausserrhoden","Degrés de formation - total",195450,35
"2004","Prêts","Appenzell Ausserrhoden","Scolarité obligatoire",0,0
"2004","Prêts","Appenzell Ausserrhoden","Maturité gymnasiale",0,0
"2004","Prêts","Appenzell Ausserrhoden","Autres formations générales",8700,2
"2004","Prêts","Appenzell Ausserrhoden","Formation professionnelle initiale (à plein temps)",2500,1
"2004","Prêts","Appenzell Ausserrhoden","Formation professionnelle initiale (duale)",0,0
"2004","Prêts","Appenzell Ausserrhoden","Maturité professionnelle (après l'apprentissage)",0,0
"2004","Prêts","Appenzell Ausserrhoden","Formation professionnelle supérieure",27000,5
"2004","Prêts","Appenzell Ausserrhoden","Hautes écoles spécialisées et pédagogiques",72000,10
"2004","Prêts","Appenzell Ausserrhoden","Hautes écoles universitaires",75250,15
"2004","Prêts","Appenzell Ausserrhoden","Formation continue",10000,2
"2004","Prêts","Appenzell Innerrhoden","Degrés de formation - total",107500,24
"2004","Prêts","Appenzell Innerrhoden","Scolarité obligatoire",0,0
"2004","Prêts","Appenzell Innerrhoden","Maturité gymnasiale",0,0
"2004","Prêts","Appenzell Innerrhoden","Autres formations générales",0,0
"2004","Prêts","Appenzell Innerrhoden","Formation professionnelle initiale (à plein temps)",19000,5
"2004","Prêts","Appenzell Innerrhoden","Formation professionnelle initiale (duale)",0,0
"2004","Prêts","Appenzell Innerrhoden","Maturité professionnelle (après l'apprentissage)",3500,1
"2004","Prêts","Appenzell Innerrhoden","Formation professionnelle supérieure",11500,2
"2004","Prêts","Appenzell Innerrhoden","Hautes écoles spécialisées et pédagogiques",15000,4
"2004","Prêts","Appenzell Innerrhoden","Hautes écoles universitaires",58500,12
"2004","Prêts","Appenzell Innerrhoden","Formation continue",0,0
"2004","Prêts","St. Gallen","Degrés de formation - total",1517450,182
"2004","Prêts","St. Gallen","Scolarité obligatoire",0,0
"2004","Prêts","St. Gallen","Maturité gymnasiale",0,0
"2004","Prêts","St. Gallen","Autres formations générales",13200,1
"2004","Prêts","St. Gallen","Formation professionnelle initiale (à plein temps)",240900,23
"2004","Prêts","St. Gallen","Formation professionnelle initiale (duale)",27100,4
"2004","Prêts","St. Gallen","Maturité professionnelle (après l'apprentissage)",10350,2
"2004","Prêts","St. Gallen","Formation professionnelle supérieure",59750,6
"2004","Prêts","St. Gallen","Hautes écoles spécialisées et pédagogiques",457950,61
"2004","Prêts","St. Gallen","Hautes écoles universitaires",708200,86
"2004","Prêts","St. Gallen","Formation continue",0,0
"2004","Prêts","Graubünden / Grigioni / Grischun","Degrés de formation - total",0,0
"2004","Prêts","Graubünden / Grigioni / Grischun","Scolarité obligatoire",0,0
"2004","Prêts","Graubünden / Grigioni / Grischun","Maturité gymnasiale",0,0
"2004","Prêts","Graubünden / Grigioni / Grischun","Autres formations générales",0,0
"2004","Prêts","Graubünden / Grigioni / Grischun","Formation professionnelle initiale (à plein temps)",0,0
"2004","Prêts","Graubünden / Grigioni / Grischun","Formation professionnelle initiale (duale)",0,0
"2004","Prêts","Graubünden / Grigioni / Grischun","Maturité professionnelle (après l'apprentissage)",0,0
"2004","Prêts","Graubünden / Grigioni / Grischun","Formation professionnelle supérieure",0,0
"2004","Prêts","Graubünden / Grigioni / Grischun","Hautes écoles spécialisées et pédagogiques",0,0
"2004","Prêts","Graubünden / Grigioni / Grischun","Hautes écoles universitaires",0,0
"2004","Prêts","Graubünden / Grigioni / Grischun","Formation continue",0,0
"2004","Prêts","Aargau","Degrés de formation - total",2569600,459
"2004","Prêts","Aargau","Scolarité obligatoire",0,0
"2004","Prêts","Aargau","Maturité gymnasiale",43100,7
"2004","Prêts","Aargau","Autres formations générales",10000,1
"2004","Prêts","Aargau","Formation professionnelle initiale (à plein temps)",124050,21
"2004","Prêts","Aargau","Formation professionnelle initiale (duale)",55750,15
"2004","Prêts","Aargau","Maturité professionnelle (après l'apprentissage)",19000,4
"2004","Prêts","Aargau","Formation professionnelle supérieure",149650,25
"2004","Prêts","Aargau","Hautes écoles spécialisées et pédagogiques",908300,144
"2004","Prêts","Aargau","Hautes écoles universitaires",1075550,215
"2004","Prêts","Aargau","Formation continue",184200,27
"2004","Prêts","Thurgau","Degrés de formation - total",457240,53
"2004","Prêts","Thurgau","Scolarité obligatoire",0,0
"2004","Prêts","Thurgau","Maturité gymnasiale",14000,2
"2004","Prêts","Thurgau","Autres formations générales",0,0
"2004","Prêts","Thurgau","Formation professionnelle initiale (à plein temps)",16600,2
"2004","Prêts","Thurgau","Formation professionnelle initiale (duale)",8000,1
"2004","Prêts","Thurgau","Maturité professionnelle (après l'apprentissage)",7000,1
"2004","Prêts","Thurgau","Formation professionnelle supérieure",34000,5
"2004","Prêts","Thurgau","Hautes écoles spécialisées et pédagogiques",203200,22
"2004","Prêts","Thurgau","Hautes écoles universitaires",174440,20
"2004","Prêts","Thurgau","Formation continue",0,0
"2004","Prêts","Ticino","Degrés de formation - total",3992555,587
"2004","Prêts","Ticino","Scolarité obligatoire",0,0
"2004","Prêts","Ticino","Maturité gymnasiale",10000,1
"2004","Prêts","Ticino","Autres formations générales",0,0
"2004","Prêts","Ticino","Formation professionnelle initiale (à plein temps)",159700,18
"2004","Prêts","Ticino","Formation professionnelle initiale (duale)",93000,9
"2004","Prêts","Ticino","Maturité professionnelle (après l'apprentissage)",32000,3
"2004","Prêts","Ticino","Formation professionnelle supérieure",435000,63
"2004","Prêts","Ticino","Hautes écoles spécialisées et pédagogiques",371250,61
"2004","Prêts","Ticino","Hautes écoles universitaires",2807005,426
"2004","Prêts","Ticino","Formation continue",84600,6
"2004","Prêts","Vaud","Degrés de formation - total",970970,87
"2004","Prêts","Vaud","Scolarité obligatoire",0,0
"2004","Prêts","Vaud","Maturité gymnasiale",21000,2
"2004","Prêts","Vaud","Autres formations générales",33150,3
"2004","Prêts","Vaud","Formation professionnelle initiale (à plein temps)",107950,8
"2004","Prêts","Vaud","Formation professionnelle initiale (duale)",39650,4
"2004","Prêts","Vaud","Maturité professionnelle (après l'apprentissage)",0,0
"2004","Prêts","Vaud","Formation professionnelle supérieure",138000,13
"2004","Prêts","Vaud","Hautes écoles spécialisées et pédagogiques",58150,7
"2004","Prêts","Vaud","Hautes écoles universitaires",573070,50
"2004","Prêts","Vaud","Formation continue",0,0
"2004","Prêts","Valais / Wallis","Degrés de formation - total",8512075,1775
"2004","Prêts","Valais / Wallis","Scolarité obligatoire",0,0
"2004","Prêts","Valais / Wallis","Maturité gymnasiale",310775,66
"2004","Prêts","Valais / Wallis","Autres formations générales",7650,2
"2004","Prêts","Valais / Wallis","Formation professionnelle initiale (à plein temps)",181750,31
"2004","Prêts","Valais / Wallis","Formation professionnelle initiale (duale)",44750,9
"2004","Prêts","Valais / Wallis","Maturité professionnelle (après l'apprentissage)",1000,1
"2004","Prêts","Valais / Wallis","Formation professionnelle supérieure",964700,190
"2004","Prêts","Valais / Wallis","Hautes écoles spécialisées et pédagogiques",1851900,436
"2004","Prêts","Valais / Wallis","Hautes écoles universitaires",5099600,1033
"2004","Prêts","Valais / Wallis","Formation continue",49950,15
"2004","Prêts","Neuchâtel","Degrés de formation - total",313375,60
"2004","Prêts","Neuchâtel","Scolarité obligatoire",0,0
"2004","Prêts","Neuchâtel","Maturité gymnasiale",0,0
"2004","Prêts","Neuchâtel","Autres formations générales",0,0
"2004","Prêts","Neuchâtel","Formation professionnelle initiale (à plein temps)",25250,5
"2004","Prêts","Neuchâtel","Formation professionnelle initiale (duale)",11000,2
"2004","Prêts","Neuchâtel","Maturité professionnelle (après l'apprentissage)",0,0
"2004","Prêts","Neuchâtel","Formation professionnelle supérieure",49625,8
"2004","Prêts","Neuchâtel","Hautes écoles spécialisées et pédagogiques",98450,21
"2004","Prêts","Neuchâtel","Hautes écoles universitaires",129050,24
"2004","Prêts","Neuchâtel","Formation continue",0,0
"2004","Prêts","Genève","Degrés de formation - total",2205075,225
"2004","Prêts","Genève","Scolarité obligatoire",0,0
"2004","Prêts","Genève","Maturité gymnasiale",48110,5
"2004","Prêts","Genève","Autres formations générales",11810,2
"2004","Prêts","Genève","Formation professionnelle initiale (à plein temps)",33323,4
"2004","Prêts","Genève","Formation professionnelle initiale (duale)",0,0
"2004","Prêts","Genève","Maturité professionnelle (après l'apprentissage)",0,0
"2004","Prêts","Genève","Formation professionnelle supérieure",111254,11
"2004","Prêts","Genève","Hautes écoles spécialisées et pédagogiques",210398,20
"2004","Prêts","Genève","Hautes écoles universitaires",1790180,183
"2004","Prêts","Genève","Formation continue",0,0
"2004","Prêts","Jura","Degrés de formation - total",868970,159
"2004","Prêts","Jura","Scolarité obligatoire",0,0
"2004","Prêts","Jura","Maturité gymnasiale",45270,15
"2004","Prêts","Jura","Autres formations générales",21420,9
"2004","Prêts","Jura","Formation professionnelle initiale (à plein temps)",129595,34
