"Scénario","Sexe","Niveau de formation","Année","Nombre de personnes"
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2024",323797
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2025",318356
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2026",312267
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2027",305848
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2028",299127
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2029",292237
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2030",286005
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2031",280837
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2032",276079
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2033",271526
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2034",267307
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2035",263491
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2036",260190
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2037",257608
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2038",255942
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2039",255059
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2040",255214
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2041",256320
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2042",258347
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2043",261411
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2044",265162
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2045",269414
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2046",274542
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2047",279354
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2048",284259
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2049",289392
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2050",294682
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2051",300178
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2052",305865
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2053",311665
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2054",317797
"Scénario C-00-2025 'bas'","Hommes","Sans formation post-obligatoire","2055",324130
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2024",955245
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2025",944992
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2026",935260
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2027",926937
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2028",916895
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2029",906660
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2030",896239
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2031",885779
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2032",875656
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2033",866239
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2034",859440
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2035",853279
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2036",847453
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2037",842379
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2038",837217
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2039",832265
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2040",827315
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2041",821562
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2042",814499
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2043",806917
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2044",798356
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2045",789515
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2046",781465
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2047",771733
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2048",761601
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2049",751603
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2050",742182
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2051",733036
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2052",724415
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2053",715832
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2054",707618
"Scénario C-00-2025 'bas'","Hommes","Degré secondaire II","2055",699458
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2024",432177
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2025",436653
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2026",440268
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2027",443108
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2028",445813
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2029",448588
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2030",452290
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2031",455476
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2032",458490
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2033",461628
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2034",463935
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2035",466450
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2036",469027
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2037",471958
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2038",475198
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2039",478678
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2040",482512
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2041",486443
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2042",490211
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2043",493934
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2044",497332
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2045",500231
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2046",503078
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2047",505487
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2048",507640
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2049",509303
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2050",510666
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2051",511489
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2052",511865
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2053",511425
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2054",510621
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2055",509268
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2024",802072
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2025",820437
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2026",835210
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2027",847491
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2028",859348
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2029",870761
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2030",882132
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2031",893735
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2032",904888
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2033",915799
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2034",924688
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2035",932890
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2036",940665
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2037",948358
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2038",955931
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2039",963082
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2040",970144
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2041",976682
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2042",982344
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2043",987373
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2044",991278
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2045",993824
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2046",995808
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2047",996538
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2048",996421
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2049",995089
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2050",992888
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2051",989756
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2052",985958
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2053",981035
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2054",975701
"Scénario C-00-2025 'bas'","Hommes","Degré tertiaire (hautes écoles)","2055",969529
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2024",359261
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2025",349054
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2026",338944
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2027",329015
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2028",318536
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2029",307980
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2030",298324
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2031",289507
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2032",281496
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2033",273986
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2034",267114
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2035",260949
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2036",255365
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2037",250603
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2038",246814
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2039",244050
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2040",242233
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2041",241452
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2042",241545
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2043",242654
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2044",244507
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2045",246803
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2046",249891
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2047",252715
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2048",255813
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2049",259210
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2050",262936
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2051",266947
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2052",271315
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2053",275861
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2054",280732
"Scénario C-00-2025 'bas'","Femmes","Sans formation post-obligatoire","2055",285890
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2024",1009491
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2025",991989
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2026",974772
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2027",959476
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2028",942208
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2029",924278
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2030",906537
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2031",888798
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2032",871840
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2033",855427
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2034",841378
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2035",829161
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2036",817132
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2037",806539
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2038",796331
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2039",786740
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2040",777377
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2041",767910
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2042",757795
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2043",747497
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2044",736503
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2045",725244
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2046",715267
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2047",703756
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2048",692760
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2049",682000
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2050",671575
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2051",661509
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2052",651985
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2053",642402
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2054",633241
"Scénario C-00-2025 'bas'","Femmes","Degré secondaire II","2055",624210
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2024",326399
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2025",331508
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2026",335521
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2027",339170
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2028",343103
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2029",347510
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2030",351851
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2031",355735
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2032",359432
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2033",362935
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2034",365812
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2035",368750
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2036",371527
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2037",374453
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2038",377401
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2039",380379
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2040",383381
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2041",386285
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2042",389011
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2043",391542
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2044",393656
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2045",395348
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2046",397095
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2047",398279
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2048",399356
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2049",400126
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2050",400674
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2051",400919
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2052",401088
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2053",400741
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2054",400245
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2055",399446
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2024",777243
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2025",802351
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2026",824230
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2027",842495
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2028",860571
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2029",878250
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2030",895831
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2031",913151
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2032",930108
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2033",946595
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2034",961486
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2035",975549
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2036",988727
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2037",1001583
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2038",1013932
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2039",1025794
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2040",1037140
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2041",1047720
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2042",1057350
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2043",1066067
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2044",1073424
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2045",1079159
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2046",1084344
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2047",1087637
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2048",1089918
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2049",1090770
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2050",1090450
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2051",1089032
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2052",1086934
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2053",1083424
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2054",1079272
"Scénario C-00-2025 'bas'","Femmes","Degré tertiaire (hautes écoles)","2055",1074146
"Scénario A-00-2025 'référence'","Hommes","Sans formation post-obligatoire","2024",324416
"Scénario A-00-2025 'référence'","Hommes","Sans formation post-obligatoire","2025",319630
"Scénario A-00-2025 'référence'","Hommes","Sans formation post-obligatoire","2026",314194
"Scénario A-00-2025 'référence'","Hommes","Sans formation post-obligatoire","2027",308417
"Scénario A-00-2025 'référence'","Hommes","Sans formation post-obligatoire","2028",302312
"Scénario A-00-2025 'référence'","Hommes","Sans formation post-obligatoire","2029",296009
"Scénario A-00-2025 'référence'","Hommes","Sans formation post-obligatoire","2030",290310
"Scénario A-00-2025 'référence'","Hommes","Sans formation post-obligatoire","2031",285633
"Scénario A-00-2025 'référence'","Hommes","Sans formation post-obligatoire","2032",281347
"Scénario A-00-2025 'référence'","Hommes","Sans formation post-obligatoire","2033",277254
"Scénario A-00-2025 'référence'","Hommes","Sans formation post-obligatoire","2034",273447
"Scénario A-00-2025 'référence'","Hommes","Sans formation post-obligatoire","2035",270010
"Scénario A-00-2025 'référence'","Hommes","Sans formation post-obligatoire","2036",266971
"Scénario A-00-2025 'référence'","Hommes","Sans formation post-obligatoire","2037",264487
"Scénario A-00-2025 'référence'","Hommes","Sans formation post-obligatoire","2038",262729
"Scénario A-00-2025 'référence'","Hommes","Sans formation post-obligatoire","2039",261500
